,Index,Date,Unemployment Rate - Seasonally Adjusted,Labor Force Participation Rate - Seasonally Adjusted,Real Gross Domestic Product - Seasonally Adjusted,Personal Spending on Transportation - Transportation Services - Seasonally Adjusted,U.S. Airline Traffic - Total - Seasonally Adjusted,U.S. Airline Traffic - International - Seasonally Adjusted,U.S. Airline Traffic - Domestic - Seasonally Adjusted,Transit Ridership - Other Transit Modes - Adjusted,Transit Ridership - Fixed Route Bus - Adjusted,Transit Ridership - Urban Rail - Adjusted,State and Local Government Construction Spending - Line,State and Local Government Construction Spending - Highway and Street,State and Local Government Construction Spending - Transportation,State and Local Government Construction Spending - Bridge,State and Local Government Construction Spending - Mass Transit,State and Local Government Construction Spending - Air,State and Local Government Construction Spending - Parking,State and Local Government Construction Spending - Infrastructure,State and Local Government Construction Spending - Total,State and Local Government Construction Spending - Instructional,State and Local Government Construction Spending - Dormitory,State and Local Government Construction Spending - Other Educational,State and Local Government Construction Spending - Higher Education,State and Local Government Construction Spending - High School,State and Local Government Construction Spending - Middle School / Junior High,State and Local Government Construction Spending - Elementary Schools,State and Local Government Construction Spending - Primary/Secondary Schools,State and Local Government Construction Spending - Educational,Time,Month_Year,Month_Year_nocommas,Year
866,866,03/01/2019 12:00:00 AM,0.038,0.631,16588025000000.0,16588025000000.0,76980000.0,9580000.0,67400000.0,17756195.0,390228157.0,403221955.0,503000000.0,5575000000.0,2678000000.0,1840000000.0,834000000.0,1125000000.0,84000000.0,88000000.0,20622000000.0,1093000000.0,283000000.0,150000000.0,1839000000.0,1743000000.0,675000000.0,1134000000.0,3654000000.0,5693000000.0,2019-03-01 12:00:00,"March, 2019",March 2019,2019
867,867,04/01/2019 12:00:00 AM,0.037,0.629,19020600000000.0,439805000000.0,76600000.0,9570000.0,67030000.0,18705140.0,397479345.0,415533810.0,545000000.0,7796000000.0,2896000000.0,2277000000.0,848000000.0,1299000000.0,64000000.0,92000000.0,24546000000.0,1195000000.0,304000000.0,167000000.0,2049000000.0,1875000000.0,770000000.0,1294000000.0,4054000000.0,6329000000.0,2019-04-01 12:00:00,"April, 2019",April 2019,2019
868,868,05/01/2019 12:00:00 AM,0.037,0.629,16588025000000.0,16588025000000.0,76940000.0,9640000.0,67300000.0,19530134.0,399640786.0,421141236.0,633000000.0,9159000000.0,3161000000.0,2689000000.0,897000000.0,1479000000.0,74000000.0,109000000.0,27201000000.0,1182000000.0,314000000.0,188000000.0,2089000000.0,2240000000.0,858000000.0,1278000000.0,4504000000.0,6846000000.0,2019-05-01 12:00:00,"May, 2019",May 2019,2019
869,869,06/01/2019 12:00:00 AM,0.036,0.629,16588025000000.0,16588025000000.0,77380000.0,9630000.0,67750000.0,18911631.0,362002815.0,398791173.0,639000000.0,9921000000.0,3401000000.0,2270000000.0,1032000000.0,1630000000.0,83000000.0,125000000.0,29555000000.0,1221000000.0,315000000.0,177000000.0,2184000000.0,2672000000.0,1127000000.0,1579000000.0,5525000000.0,7967000000.0,2019-06-01 12:00:00,"June, 2019",June 2019,2019
870,870,07/01/2019 12:00:00 AM,0.036,0.631,19141700000000.0,447355000000.0,77420000.0,9580000.0,67850000.0,20251475.0,369342381.0,411609150.0,698000000.0,10817000000.0,3423000000.0,2558000000.0,994000000.0,1676000000.0,79000000.0,125000000.0,31383000000.0,1250000000.0,291000000.0,182000000.0,2220000000.0,3104000000.0,1276000000.0,1688000000.0,6238000000.0,8722000000.0,2019-07-01 12:00:00,"July, 2019",July 2019,2019
871,871,08/01/2019 12:00:00 AM,0.037,0.632,16588025000000.0,16588025000000.0,77400000.0,9580000.0,67820000.0,20461929.0,384106237.0,410227190.0,674000000.0,10844000000.0,3590000000.0,2626000000.0,1037000000.0,1794000000.0,83000000.0,125000000.0,31536000000.0,1241000000.0,284000000.0,194000000.0,2238000000.0,2966000000.0,1161000000.0,1604000000.0,5869000000.0,8387000000.0,2019-08-01 12:00:00,"August, 2019",August 2019,2019
872,872,09/01/2019 12:00:00 AM,0.035,0.631,16588025000000.0,16588025000000.0,77930000.0,9650000.0,68280000.0,18254603.0,396133294.0,410891088.0,743000000.0,10435000000.0,3549000000.0,2509000000.0,1014000000.0,1742000000.0,99000000.0,151000000.0,30705000000.0,1271000000.0,253000000.0,175000000.0,2315000000.0,2607000000.0,936000000.0,1425000000.0,5097000000.0,7660000000.0,2019-09-01 12:00:00,"September, 2019",September 2019,2019
873,873,10/01/2019 12:00:00 AM,0.036,0.632,19254000000000.0,447841000000.0,77630000.0,9710000.0,67920000.0,19042339.0,426409210.0,448800841.0,725000000.0,9334000000.0,3455000000.0,2238000000.0,986000000.0,1710000000.0,99000000.0,164000000.0,28985000000.0,1218000000.0,271000000.0,171000000.0,2206000000.0,2350000000.0,934000000.0,1336000000.0,4775000000.0,7235000000.0,2019-10-01 12:00:00,"October, 2019",October 2019,2019
874,874,11/01/2019 12:00:00 AM,0.036,0.632,16588025000000.0,16588025000000.0,79000000.0,9760000.0,69240000.0,16305051.0,371769420.0,405015198.0,667000000.0,7337000000.0,3317000000.0,1860000000.0,989000000.0,1590000000.0,91000000.0,121000000.0,25617000000.0,1144000000.0,261000000.0,163000000.0,2015000000.0,2124000000.0,841000000.0,1231000000.0,4330000000.0,6571000000.0,2019-11-01 12:00:00,"November, 2019",November 2019,2019
875,875,12/01/2019 12:00:00 AM,0.036,0.633,16588025000000.0,16588025000000.0,78790000.0,9720000.0,69070000.0,16214779.0,352170175.0,401917786.0,544000000.0,5289000000.0,3046000000.0,1405000000.0,960000000.0,1404000000.0,103000000.0,116000000.0,22024000000.0,1056000000.0,262000000.0,164000000.0,1860000000.0,1885000000.0,789000000.0,1085000000.0,3871000000.0,5960000000.0,2019-12-01 12:00:00,"December, 2019",December 2019,2019
