,Index,Date,Unemployment Rate - Seasonally Adjusted,Labor Force Participation Rate - Seasonally Adjusted,Real Gross Domestic Product - Seasonally Adjusted,Personal Spending on Transportation - Transportation Services - Seasonally Adjusted,U.S. Airline Traffic - Total - Seasonally Adjusted,U.S. Airline Traffic - International - Seasonally Adjusted,U.S. Airline Traffic - Domestic - Seasonally Adjusted,Transit Ridership - Other Transit Modes - Adjusted,Transit Ridership - Fixed Route Bus - Adjusted,Transit Ridership - Urban Rail - Adjusted,State and Local Government Construction Spending - Line,State and Local Government Construction Spending - Highway and Street,State and Local Government Construction Spending - Transportation,State and Local Government Construction Spending - Bridge,State and Local Government Construction Spending - Mass Transit,State and Local Government Construction Spending - Air,State and Local Government Construction Spending - Parking,State and Local Government Construction Spending - Infrastructure,State and Local Government Construction Spending - Total,State and Local Government Construction Spending - Instructional,State and Local Government Construction Spending - Dormitory,State and Local Government Construction Spending - Other Educational,State and Local Government Construction Spending - Higher Education,State and Local Government Construction Spending - High School,State and Local Government Construction Spending - Middle School / Junior High,State and Local Government Construction Spending - Elementary Schools,State and Local Government Construction Spending - Primary/Secondary Schools,State and Local Government Construction Spending - Educational,Time,Month_Year,Month_Year_nocommas,Year
808,808,05/01/2014 12:00:00 AM,0.063,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17522501.0,448165670.0,436112383.0,554000000.0,7284000000.0,2411000000.0,2491000000.0,666000000.0,923000000.0,37000000.0,123000000.0,21713000000.0,967000000.0,299000000.0,195000000.0,1896000000.0,1301000000.0,535000000.0,1110000000.0,3030000000.0,5158000000.0,2014-05-01 12:00:00,"May, 2014",May 2014,2014
809,809,06/01/2014 12:00:00 AM,0.061,0.628,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17512595.0,416801173.0,418151708.0,526000000.0,7980000000.0,2534000000.0,2693000000.0,579000000.0,1075000000.0,35000000.0,193000000.0,24208000000.0,1044000000.0,351000000.0,207000000.0,2220000000.0,1831000000.0,688000000.0,1260000000.0,3855000000.0,6321000000.0,2014-06-01 12:00:00,"June, 2014",June 2014,2014
810,810,07/01/2014 12:00:00 AM,0.062,0.629,17047100000000.0,377563000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18970782.0,423494448.0,421380740.0,565000000.0,9239000000.0,2510000000.0,3071000000.0,616000000.0,983000000.0,33000000.0,198000000.0,25909000000.0,1083000000.0,333000000.0,232000000.0,2179000000.0,1866000000.0,836000000.0,1335000000.0,4107000000.0,6619000000.0,2014-07-01 12:00:00,"July, 2014",July 2014,2014
811,811,08/01/2014 12:00:00 AM,0.061,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18432301.0,426763698.0,419725564.0,575000000.0,9767000000.0,2595000000.0,3167000000.0,645000000.0,1079000000.0,40000000.0,189000000.0,26520000000.0,1117000000.0,293000000.0,226000000.0,2198000000.0,1942000000.0,819000000.0,1396000000.0,4226000000.0,6706000000.0,2014-08-01 12:00:00,"August, 2014",August 2014,2014
812,812,09/01/2014 12:00:00 AM,0.059,0.628,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17592118.0,462192187.0,429130674.0,583000000.0,9579000000.0,2612000000.0,2981000000.0,630000000.0,1108000000.0,53000000.0,177000000.0,25246000000.0,1114000000.0,282000000.0,178000000.0,2038000000.0,1502000000.0,675000000.0,1127000000.0,3362000000.0,5607000000.0,2014-09-01 12:00:00,"September, 2014",September 2014,2014
813,813,10/01/2014 12:00:00 AM,0.057,0.629,17143000000000.0,378533000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18387323.0,491245387.0,454743586.0,559000000.0,9514000000.0,2681000000.0,2958000000.0,650000000.0,1138000000.0,48000000.0,185000000.0,25213000000.0,1062000000.0,292000000.0,194000000.0,1950000000.0,1469000000.0,587000000.0,927000000.0,3051000000.0,5228000000.0,2014-10-01 12:00:00,"October, 2014",October 2014,2014
814,814,11/01/2014 12:00:00 AM,0.058,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,15293676.0,413702364.0,391152307.0,471000000.0,7220000000.0,2418000000.0,2527000000.0,620000000.0,984000000.0,49000000.0,152000000.0,21065000000.0,1019000000.0,266000000.0,200000000.0,1827000000.0,1203000000.0,563000000.0,779000000.0,2579000000.0,4639000000.0,2014-11-01 12:00:00,"November, 2014",November 2014,2014
815,815,12/01/2014 12:00:00 AM,0.056,0.628,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16277932.0,418703626.0,407598338.0,408000000.0,5293000000.0,2136000000.0,2022000000.0,558000000.0,877000000.0,34000000.0,137000000.0,18307000000.0,967000000.0,270000000.0,157000000.0,1762000000.0,1175000000.0,503000000.0,706000000.0,2406000000.0,4347000000.0,2014-12-01 12:00:00,"December, 2014",December 2014,2014
816,816,01/01/2015 12:00:00 AM,0.057,0.629,17305800000000.0,381775000000.0,16588025000000.0,16588025000000.0,16588025000000.0,15481236.0,406792856.0,373107679.0,406000000.0,4042000000.0,1998000000.0,1623000000.0,571000000.0,688000000.0,32000000.0,136000000.0,16111000000.0,935000000.0,284000000.0,106000000.0,1749000000.0,1039000000.0,444000000.0,629000000.0,2135000000.0,4011000000.0,2015-01-01 12:00:00,"January, 2015",January 2015,2015
817,817,02/01/2015 12:00:00 AM,0.055,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,14776228.0,391716828.0,351242138.0,355000000.0,4031000000.0,1964000000.0,1560000000.0,551000000.0,712000000.0,33000000.0,137000000.0,15899000000.0,909000000.0,299000000.0,84000000.0,1758000000.0,1095000000.0,434000000.0,633000000.0,2183000000.0,4051000000.0,2015-02-01 12:00:00,"February, 2015",February 2015,2015
818,818,03/01/2015 12:00:00 AM,0.054,0.626,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17212906.0,445890962.0,421479443.0,386000000.0,4640000000.0,2218000000.0,1961000000.0,593000000.0,785000000.0,36000000.0,163000000.0,17725000000.0,992000000.0,281000000.0,100000000.0,1865000000.0,1215000000.0,457000000.0,703000000.0,2399000000.0,4422000000.0,2015-03-01 12:00:00,"March, 2015",March 2015,2015
819,819,04/01/2015 12:00:00 AM,0.054,0.628,17422800000000.0,387247000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17783008.0,441944313.0,419355087.0,448000000.0,6368000000.0,2453000000.0,2456000000.0,662000000.0,830000000.0,47000000.0,141000000.0,20975000000.0,1142000000.0,309000000.0,156000000.0,2138000000.0,1316000000.0,538000000.0,843000000.0,2720000000.0,5073000000.0,2015-04-01 12:00:00,"April, 2015",April 2015,2015
820,820,05/01/2015 12:00:00 AM,0.056,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17543829.0,425134377.0,406499441.0,533000000.0,7705000000.0,2543000000.0,2951000000.0,667000000.0,914000000.0,57000000.0,145000000.0,23183000000.0,1173000000.0,357000000.0,230000000.0,2271000000.0,1517000000.0,579000000.0,867000000.0,2987000000.0,5552000000.0,2015-05-01 12:00:00,"May, 2015",May 2015,2015
821,821,06/01/2015 12:00:00 AM,0.053,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18574710.0,415136968.0,422218925.0,593000000.0,9415000000.0,2740000000.0,3146000000.0,799000000.0,965000000.0,70000000.0,141000000.0,26980000000.0,1295000000.0,510000000.0,212000000.0,2601000000.0,2088000000.0,773000000.0,1113000000.0,4016000000.0,6948000000.0,2015-06-01 12:00:00,"June, 2015",June 2015,2015
822,822,07/01/2015 12:00:00 AM,0.052,0.626,17486000000000.0,389011000000.0,16588025000000.0,16588025000000.0,16588025000000.0,19614863.0,414987604.0,432859298.0,588000000.0,10123000000.0,2679000000.0,3223000000.0,747000000.0,971000000.0,98000000.0,138000000.0,27939000000.0,1266000000.0,443000000.0,194000000.0,2485000000.0,2388000000.0,960000000.0,1229000000.0,4629000000.0,7381000000.0,2015-07-01 12:00:00,"July, 2015",July 2015,2015
823,823,08/01/2015 12:00:00 AM,0.051,0.626,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,19077233.0,413682682.0,385317293.0,594000000.0,10862000000.0,2767000000.0,3687000000.0,715000000.0,1102000000.0,105000000.0,131000000.0,28885000000.0,1356000000.0,398000000.0,172000000.0,2441000000.0,2560000000.0,868000000.0,1071000000.0,4563000000.0,7225000000.0,2015-08-01 12:00:00,"August, 2015",August 2015,2015
824,824,09/01/2015 12:00:00 AM,0.05,0.624,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18036140.0,443018225.0,413854787.0,608000000.0,10524000000.0,2775000000.0,3366000000.0,669000000.0,1139000000.0,98000000.0,132000000.0,27234000000.0,1191000000.0,337000000.0,192000000.0,2194000000.0,1906000000.0,734000000.0,1009000000.0,3700000000.0,6108000000.0,2015-09-01 12:00:00,"September, 2015",September 2015,2015
825,825,10/01/2015 12:00:00 AM,0.05,0.625,17514100000000.0,394226000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18222215.0,463955116.0,448352817.0,607000000.0,9711000000.0,2731000000.0,3160000000.0,679000000.0,1110000000.0,97000000.0,92000000.0,25505000000.0,1045000000.0,305000000.0,192000000.0,1891000000.0,1715000000.0,641000000.0,884000000.0,3268000000.0,5371000000.0,2015-10-01 12:00:00,"October, 2015",October 2015,2015
826,826,11/01/2015 12:00:00 AM,0.051,0.625,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16026042.0,411420986.0,398861146.0,545000000.0,7416000000.0,2386000000.0,2493000000.0,634000000.0,876000000.0,80000000.0,107000000.0,21690000000.0,1083000000.0,305000000.0,133000000.0,1908000000.0,1567000000.0,586000000.0,780000000.0,2954000000.0,5011000000.0,2015-11-01 12:00:00,"November, 2015",November 2015,2015
827,827,12/01/2015 12:00:00 AM,0.05,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16586781.0,406962247.0,405053920.0,435000000.0,5972000000.0,2112000000.0,2141000000.0,555000000.0,670000000.0,56000000.0,107000000.0,19093000000.0,1003000000.0,301000000.0,133000000.0,1815000000.0,1359000000.0,507000000.0,776000000.0,2668000000.0,4630000000.0,2015-12-01 12:00:00,"December, 2015",December 2015,2015
828,828,01/01/2016 12:00:00 AM,0.048,0.627,17613300000000.0,399768000000.0,16588025000000.0,16588025000000.0,16588025000000.0,15430528.0,386755389.0,370877899.0,381000000.0,4637000000.0,1863000000.0,1797000000.0,514000000.0,596000000.0,30000000.0,78000000.0,17063000000.0,1015000000.0,301000000.0,113000000.0,1821000000.0,1282000000.0,502000000.0,722000000.0,2524000000.0,4479000000.0,2016-01-01 12:00:00,"January, 2016",January 2016,2016
829,829,02/01/2016 12:00:00 AM,0.049,0.628,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,15881011.0,407901595.0,385782568.0,455000000.0,4569000000.0,1950000000.0,1672000000.0,537000000.0,642000000.0,29000000.0,91000000.0,17553000000.0,968000000.0,310000000.0,147000000.0,1784000000.0,1326000000.0,562000000.0,771000000.0,2667000000.0,4673000000.0,2016-02-01 12:00:00,"February, 2016",February 2016,2016
830,830,03/01/2016 12:00:00 AM,0.05,0.63,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17947740.0,439052186.0,426988229.0,465000000.0,5353000000.0,2161000000.0,1958000000.0,617000000.0,676000000.0,44000000.0,86000000.0,19021000000.0,1099000000.0,293000000.0,138000000.0,1925000000.0,1378000000.0,635000000.0,853000000.0,2876000000.0,5007000000.0,2016-03-01 12:00:00,"March, 2016",March 2016,2016
831,831,04/01/2016 12:00:00 AM,0.051,0.629,17668200000000.0,400933000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17551284.0,420637828.0,409660770.0,513000000.0,6365000000.0,2181000000.0,2276000000.0,562000000.0,781000000.0,53000000.0,82000000.0,21035000000.0,1159000000.0,333000000.0,158000000.0,2043000000.0,1400000000.0,767000000.0,900000000.0,3087000000.0,5354000000.0,2016-04-01 12:00:00,"April, 2016",April 2016,2016
832,832,05/01/2016 12:00:00 AM,0.048,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18088573.0,413648699.0,425163795.0,579000000.0,7620000000.0,2334000000.0,2759000000.0,640000000.0,840000000.0,48000000.0,91000000.0,23170000000.0,1231000000.0,350000000.0,151000000.0,2162000000.0,1518000000.0,715000000.0,1118000000.0,3373000000.0,5773000000.0,2016-05-01 12:00:00,"May, 2016",May 2016,2016
833,833,06/01/2016 12:00:00 AM,0.049,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18802734.0,398921201.0,426663431.0,658000000.0,9386000000.0,2497000000.0,3197000000.0,654000000.0,952000000.0,56000000.0,108000000.0,27234000000.0,1336000000.0,486000000.0,176000000.0,2467000000.0,2163000000.0,980000000.0,1527000000.0,4749000000.0,7463000000.0,2016-06-01 12:00:00,"June, 2016",June 2016,2016
834,834,07/01/2016 12:00:00 AM,0.048,0.628,17764400000000.0,406522000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18621062.0,375914623.0,391196457.0,598000000.0,9764000000.0,2538000000.0,3333000000.0,657000000.0,993000000.0,50000000.0,98000000.0,26976000000.0,1121000000.0,435000000.0,188000000.0,2226000000.0,2189000000.0,976000000.0,1632000000.0,4960000000.0,7461000000.0,2016-07-01 12:00:00,"July, 2016",July 2016,2016
835,835,08/01/2016 12:00:00 AM,0.049,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,19893326.0,410037936.0,410797109.0,578000000.0,10428000000.0,2462000000.0,3226000000.0,565000000.0,911000000.0,45000000.0,134000000.0,27924000000.0,1362000000.0,551000000.0,174000000.0,2605000000.0,2183000000.0,860000000.0,1426000000.0,4627000000.0,7478000000.0,2016-08-01 12:00:00,"August, 2016",August 2016,2016
836,836,09/01/2016 12:00:00 AM,0.05,0.629,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,18116568.0,427679116.0,414955301.0,549000000.0,10392000000.0,2641000000.0,3256000000.0,628000000.0,1103000000.0,49000000.0,143000000.0,26989000000.0,1267000000.0,351000000.0,174000000.0,2278000000.0,1912000000.0,808000000.0,1097000000.0,3872000000.0,6376000000.0,2016-09-01 12:00:00,"September, 2016",September 2016,2016
837,837,10/01/2016 12:00:00 AM,0.049,0.628,17876200000000.0,412332000000.0,16588025000000.0,16588025000000.0,16588025000000.0,17566523.0,427759202.0,420310003.0,531000000.0,9960000000.0,2622000000.0,3091000000.0,590000000.0,1086000000.0,51000000.0,142000000.0,25927000000.0,1167000000.0,274000000.0,185000000.0,2022000000.0,1669000000.0,746000000.0,1003000000.0,3476000000.0,5708000000.0,2016-10-01 12:00:00,"October, 2016",October 2016,2016
838,838,11/01/2016 12:00:00 AM,0.047,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16496665.0,399448050.0,401096574.0,528000000.0,8174000000.0,2362000000.0,2632000000.0,575000000.0,956000000.0,66000000.0,122000000.0,22959000000.0,1085000000.0,281000000.0,161000000.0,1905000000.0,1503000000.0,689000000.0,936000000.0,3194000000.0,5286000000.0,2016-11-01 12:00:00,"November, 2016",November 2016,2016
839,839,12/01/2016 12:00:00 AM,0.047,0.627,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,16588025000000.0,15954953.0,376472088.0,392248503.0,429000000.0,5478000000.0,2249000000.0,1836000000.0,527000000.0,959000000.0,46000000.0,93000000.0,18882000000.0,1036000000.0,257000000.0,122000000.0,1765000000.0,1395000000.0,627000000.0,837000000.0,2938000000.0,4850000000.0,2016-12-01 12:00:00,"December, 2016",December 2016,2016
840,840,01/01/2017 12:00:00 AM,0.047,0.628,17977300000000.0,411206000000.0,70190000.0,8910000.0,61280000.0,15695383.0,379032287.0,385406234.0,371000000.0,4102000000.0,1872000000.0,1409000000.0,500000000.0,726000000.0,40000000.0,70000000.0,16433000000.0,1036000000.0,237000000.0,117000000.0,1696000000.0,1412000000.0,613000000.0,896000000.0,2965000000.0,4814000000.0,2017-01-01 12:00:00,"January, 2017",January 2017,2017
841,841,02/01/2017 12:00:00 AM,0.046,0.628,16588025000000.0,16588025000000.0,69790000.0,8800000.0,60990000.0,15160465.0,373246708.0,367315442.0,323000000.0,4456000000.0,2013000000.0,1525000000.0,634000000.0,732000000.0,33000000.0,76000000.0,17200000000.0,1052000000.0,259000000.0,145000000.0,1769000000.0,1300000000.0,637000000.0,927000000.0,2930000000.0,4877000000.0,2017-02-01 12:00:00,"February, 2017",February 2017,2017
842,842,03/01/2017 12:00:00 AM,0.044,0.63,16588025000000.0,16588025000000.0,69680000.0,8770000.0,60910000.0,17507282.0,415647479.0,430111836.0,370000000.0,5258000000.0,2210000000.0,1899000000.0,679000000.0,807000000.0,35000000.0,83000000.0,19030000000.0,1092000000.0,267000000.0,123000000.0,1890000000.0,1317000000.0,706000000.0,1001000000.0,3103000000.0,5165000000.0,2017-03-01 12:00:00,"March, 2017",March 2017,2017
843,843,04/01/2017 12:00:00 AM,0.045,0.63,18054100000000.0,414625000000.0,70350000.0,9150000.0,61210000.0,17044306.0,388066756.0,407072908.0,451000000.0,6222000000.0,2396000000.0,2233000000.0,634000000.0,953000000.0,35000000.0,86000000.0,20597000000.0,1141000000.0,271000000.0,134000000.0,1935000000.0,1416000000.0,760000000.0,1068000000.0,3335000000.0,5482000000.0,2017-04-01 12:00:00,"April, 2017",April 2017,2017
844,844,05/01/2017 12:00:00 AM,0.044,0.628,16588025000000.0,16588025000000.0,70720000.0,9060000.0,61660000.0,18539625.0,405517838.0,429163483.0,547000000.0,7902000000.0,2545000000.0,2629000000.0,665000000.0,1031000000.0,54000000.0,120000000.0,24076000000.0,1209000000.0,364000000.0,148000000.0,2270000000.0,1702000000.0,891000000.0,1157000000.0,3831000000.0,6351000000.0,2017-05-01 12:00:00,"May, 2017",May 2017,2017
845,845,06/01/2017 12:00:00 AM,0.043,0.628,16588025000000.0,16588025000000.0,70340000.0,9030000.0,61310000.0,18968564.0,381873194.0,419263030.0,565000000.0,8890000000.0,2659000000.0,2822000000.0,614000000.0,1165000000.0,54000000.0,140000000.0,26925000000.0,1391000000.0,363000000.0,145000000.0,2575000000.0,2291000000.0,1001000000.0,1553000000.0,4971000000.0,7807000000.0,2017-06-01 12:00:00,"June, 2017",June 2017,2017
846,846,07/01/2017 12:00:00 AM,0.043,0.629,18185600000000.0,422094000000.0,71140000.0,9080000.0,62060000.0,19283551.0,361210003.0,388539014.0,544000000.0,9745000000.0,2462000000.0,2923000000.0,622000000.0,1063000000.0,43000000.0,176000000.0,27524000000.0,1268000000.0,318000000.0,136000000.0,2451000000.0,2627000000.0,1013000000.0,1560000000.0,5331000000.0,8038000000.0,2017-07-01 12:00:00,"July, 2017",July 2017,2017
847,847,08/01/2017 12:00:00 AM,0.044,0.629,16588025000000.0,16588025000000.0,71160000.0,9090000.0,62080000.0,20389454.0,392451528.0,402576595.0,588000000.0,10179000000.0,2616000000.0,3182000000.0,694000000.0,1148000000.0,50000000.0,145000000.0,28282000000.0,1217000000.0,279000000.0,134000000.0,2334000000.0,2513000000.0,1010000000.0,1557000000.0,5197000000.0,7755000000.0,2017-08-01 12:00:00,"August, 2017",August 2017,2017
848,848,09/01/2017 12:00:00 AM,0.042,0.63,16588025000000.0,16588025000000.0,69380000.0,8600000.0,60780000.0,17975512.0,398194634.0,407759984.0,602000000.0,9773000000.0,2715000000.0,3061000000.0,655000000.0,1244000000.0,62000000.0,131000000.0,26744000000.0,1085000000.0,217000000.0,120000000.0,2056000000.0,1982000000.0,802000000.0,1293000000.0,4223000000.0,6515000000.0,2017-09-01 12:00:00,"September, 2017",September 2017,2017
849,849,10/01/2017 12:00:00 AM,0.041,0.627,18359400000000.0,431766000000.0,72010000.0,9020000.0,62990000.0,18699035.0,425403015.0,444700375.0,556000000.0,9290000000.0,2770000000.0,2898000000.0,709000000.0,1227000000.0,63000000.0,100000000.0,25970000000.0,1130000000.0,210000000.0,151000000.0,2021000000.0,1820000000.0,741000000.0,1241000000.0,3916000000.0,6141000000.0,2017-10-01 12:00:00,"October, 2017",October 2017,2017
850,850,11/01/2017 12:00:00 AM,0.042,0.627,16588025000000.0,16588025000000.0,72300000.0,9040000.0,63260000.0,16992247.0,390921668.0,401710224.0,490000000.0,7470000000.0,2628000000.0,2549000000.0,649000000.0,1207000000.0,75000000.0,81000000.0,23199000000.0,1118000000.0,222000000.0,162000000.0,1994000000.0,1595000000.0,699000000.0,1119000000.0,3486000000.0,5746000000.0,2017-11-01 12:00:00,"November, 2017",November 2017,2017
851,851,12/01/2017 12:00:00 AM,0.041,0.627,16588025000000.0,16588025000000.0,72360000.0,9100000.0,63260000.0,15916113.0,357674882.0,378224139.0,459000000.0,5001000000.0,2402000000.0,1806000000.0,672000000.0,994000000.0,57000000.0,89000000.0,19293000000.0,1078000000.0,211000000.0,131000000.0,1891000000.0,1455000000.0,685000000.0,993000000.0,3199000000.0,5302000000.0,2017-12-01 12:00:00,"December, 2017",December 2017,2017
852,852,01/01/2018 12:00:00 AM,0.04,0.627,18530500000000.0,440842000000.0,72530000.0,9090000.0,63440000.0,16028440.0,369920847.0,381378921.0,415000000.0,4085000000.0,2180000000.0,1393000000.0,595000000.0,961000000.0,43000000.0,95000000.0,17528000000.0,1035000000.0,198000000.0,115000000.0,1790000000.0,1358000000.0,691000000.0,964000000.0,3080000000.0,5043000000.0,2018-01-01 12:00:00,"January, 2018",January 2018,2018
853,853,02/01/2018 12:00:00 AM,0.041,0.63,16588025000000.0,16588025000000.0,73730000.0,9200000.0,64530000.0,15483048.0,364782170.0,364857431.0,415000000.0,4220000000.0,2290000000.0,1502000000.0,622000000.0,1041000000.0,49000000.0,97000000.0,17823000000.0,1056000000.0,209000000.0,112000000.0,1791000000.0,1412000000.0,715000000.0,950000000.0,3146000000.0,5086000000.0,2018-02-01 12:00:00,"February, 2018",February 2018,2018
854,854,03/01/2018 12:00:00 AM,0.04,0.629,16588025000000.0,16588025000000.0,72910000.0,9180000.0,63730000.0,17296690.0,393604986.0,408856449.0,420000000.0,5020000000.0,2439000000.0,1807000000.0,654000000.0,1120000000.0,53000000.0,92000000.0,19719000000.0,1095000000.0,231000000.0,110000000.0,1861000000.0,1601000000.0,781000000.0,1140000000.0,3593000000.0,5608000000.0,2018-03-01 12:00:00,"March, 2018",March 2018,2018
855,855,04/01/2018 12:00:00 AM,0.04,0.629,18654400000000.0,436870000000.0,73870000.0,9230000.0,64650000.0,17566326.0,392252372.0,398115089.0,508000000.0,6298000000.0,2610000000.0,2134000000.0,706000000.0,1175000000.0,65000000.0,122000000.0,22337000000.0,1143000000.0,243000000.0,160000000.0,1996000000.0,1806000000.0,844000000.0,1144000000.0,3878000000.0,6104000000.0,2018-04-01 12:00:00,"April, 2018",April 2018,2018
856,856,05/01/2018 12:00:00 AM,0.038,0.629,16588025000000.0,16588025000000.0,73740000.0,9210000.0,64530000.0,19092459.0,400194774.0,417646812.0,639000000.0,8130000000.0,2783000000.0,2608000000.0,655000000.0,1362000000.0,77000000.0,117000000.0,25421000000.0,1297000000.0,248000000.0,162000000.0,2192000000.0,1944000000.0,924000000.0,1277000000.0,4243000000.0,6649000000.0,2018-05-01 12:00:00,"May, 2018",May 2018,2018
857,857,06/01/2018 12:00:00 AM,0.04,0.63,16588025000000.0,16588025000000.0,74450000.0,9260000.0,65190000.0,19026788.0,373053040.0,409866112.0,774000000.0,9451000000.0,2978000000.0,2806000000.0,633000000.0,1503000000.0,81000000.0,139000000.0,28264000000.0,1515000000.0,254000000.0,132000000.0,2416000000.0,2229000000.0,991000000.0,1588000000.0,4958000000.0,7571000000.0,2018-06-01 12:00:00,"June, 2018",June 2018,2018
858,858,07/01/2018 12:00:00 AM,0.038,0.63,18752400000000.0,432813000000.0,74490000.0,9290000.0,65200000.0,20082435.0,362119816.0,394287833.0,664000000.0,10131000000.0,3153000000.0,2885000000.0,668000000.0,1700000000.0,83000000.0,160000000.0,29318000000.0,1331000000.0,241000000.0,135000000.0,2282000000.0,2434000000.0,1038000000.0,1891000000.0,5561000000.0,8021000000.0,2018-07-01 12:00:00,"July, 2018",July 2018,2018
859,859,08/01/2018 12:00:00 AM,0.038,0.627,16588025000000.0,16588025000000.0,74260000.0,9260000.0,65000000.0,20702522.0,392397741.0,398554199.0,704000000.0,11107000000.0,3106000000.0,3006000000.0,666000000.0,1598000000.0,76000000.0,150000000.0,30655000000.0,1325000000.0,243000000.0,139000000.0,2313000000.0,2375000000.0,1044000000.0,1968000000.0,5586000000.0,8260000000.0,2018-08-01 12:00:00,"August, 2018",August 2018,2018
860,860,09/01/2018 12:00:00 AM,0.037,0.627,16588025000000.0,16588025000000.0,73880000.0,9140000.0,64750000.0,17954646.0,385074986.0,392230685.0,608000000.0,10079000000.0,2980000000.0,2599000000.0,645000000.0,1564000000.0,87000000.0,134000000.0,27663000000.0,1174000000.0,236000000.0,137000000.0,2057000000.0,2099000000.0,879000000.0,1474000000.0,4604000000.0,6951000000.0,2018-09-01 12:00:00,"September, 2018",September 2018,2018
861,861,10/01/2018 12:00:00 AM,0.038,0.628,18813900000000.0,432253000000.0,75000000.0,9460000.0,65540000.0,19367600.0,437208668.0,443479335.0,563000000.0,9354000000.0,3019000000.0,2727000000.0,648000000.0,1522000000.0,91000000.0,116000000.0,26642000000.0,1229000000.0,241000000.0,148000000.0,2004000000.0,1991000000.0,798000000.0,1177000000.0,4101000000.0,6369000000.0,2018-10-01 12:00:00,"October, 2018",October 2018,2018
862,862,11/01/2018 12:00:00 AM,0.038,0.629,16588025000000.0,16588025000000.0,74860000.0,9410000.0,65460000.0,16951787.0,381708475.0,392683202.0,491000000.0,7509000000.0,2794000000.0,2293000000.0,725000000.0,1358000000.0,87000000.0,104000000.0,23185000000.0,1160000000.0,222000000.0,136000000.0,1878000000.0,1788000000.0,734000000.0,1138000000.0,3785000000.0,5858000000.0,2018-11-01 12:00:00,"November, 2018",November 2018,2018
863,863,12/01/2018 12:00:00 AM,0.039,0.63,16588025000000.0,16588025000000.0,75830000.0,9480000.0,66360000.0,16094213.0,356661196.0,369546197.0,452000000.0,5021000000.0,2479000000.0,1653000000.0,608000000.0,1191000000.0,107000000.0,82000000.0,19635000000.0,1140000000.0,214000000.0,130000000.0,1796000000.0,1734000000.0,701000000.0,1140000000.0,3692000000.0,5649000000.0,2018-12-01 12:00:00,"December, 2018",December 2018,2018
864,864,01/01/2019 12:00:00 AM,0.04,0.631,18950300000000.0,434827000000.0,75130000.0,9480000.0,65650000.0,16515635.0,367851089.0,368022820.0,432000000.0,4358000000.0,2380000000.0,1497000000.0,610000000.0,1088000000.0,106000000.0,88000000.0,18190000000.0,1055000000.0,230000000.0,128000000.0,1720000000.0,1632000000.0,639000000.0,1111000000.0,3472000000.0,5353000000.0,2019-01-01 12:00:00,"January, 2019",January 2019,2019
865,865,02/01/2019 12:00:00 AM,0.038,0.631,16588025000000.0,16588025000000.0,75900000.0,9510000.0,66390000.0,15136059.0,354692992.0,350068247.0,424000000.0,4778000000.0,2472000000.0,1584000000.0,816000000.0,1031000000.0,91000000.0,74000000.0,18809000000.0,1088000000.0,260000000.0,142000000.0,1784000000.0,1627000000.0,654000000.0,1029000000.0,3403000000.0,5365000000.0,2019-02-01 12:00:00,"February, 2019",February 2019,2019
